Account name,Domain,From,static/dynamic link,no-follow,Phone,Email,Primary Contact,Project,Role
Stowarzyszenie Inicjatyw Obywatelskich,www.trzemesnia.pl,www.trzemesnia.pl,static,,,,,ORG,SEO
Centrum Misji i Ewangelizacji Kościoła Ewangelicko-Augsburskiego w Rzeczypospolitej Polskiej,https://cme.org.pl,https://cme.org.pl/wspieraj-nas/1-dla-poprawy-jakosci-zycia-blizniego/,static,,,,,ORG,LP
Centrum Misji i Ewangelizacji Kościoła Ewangelicko-Augsburskiego w Rzeczypospolitej Polskiej,https://cme.org.pl,https://cme.org.pl/wspieraj-nas/1-dla-poprawy-jakosci-zycia-blizniego/,static,,,,,ORG,SEO
Fundacja Azylu pod Psim Aniołem,http://www.psianiol.org.pl/,http://www.psianiol.org.pl/,static,,,,,ORG,SEO
Polskie Towarzystwo Walki z Mukowiscydozą Oddział w Gdańsku,http://muko.gda.pl/,http://muko.gda.pl/twoj-1-podatku-zycie/,static,,,,,ORG,LP
Polskie Towarzystwo Walki z Mukowiscydozą Oddział w Gdańsku,http://muko.gda.pl/,http://muko.gda.pl/twoj-1-podatku-zycie/,static,,,,,ORG,WIN
Polskie Towarzystwo Walki z Mukowiscydozą Oddział w Gdańsku,http://muko.gda.pl/,http://muko.gda.pl/twoj-1-podatku-zycie/,static,,,,,ORG,ONL
Stowarzyszenie Pomocy Chorym na Dystrophie Musculorum,http://www.pomocdzieciom.pl/,http://www.pomocdzieciom.pl/,static,,,,,ORG,LP
Fundacja Rozwoju Lokalnego Parasol,http://fundacjaparasol.org,http://fundacjaparasol.org/1-pod-parasol/,static,,,,,ORG,LP
Fundacja Rozwoju Lokalnego Parasol,http://fundacjaparasol.org,http://fundacjaparasol.org/1-pod-parasol/,static,,,,,ORG,SEO
Fundacja Rak`n`Roll - Wygraj Życie,http://www.raknroll.pl,http://www.raknroll.pl/chce-pomoc/przekaz-1/,static,,,,,ORG,ONL
Fundacja Rak`n`Roll - Wygraj Życie,http://www.raknroll.pl,http://www.raknroll.pl/chce-pomoc/przekaz-1/,static,,,,,ORG,WIN
Fundacja Rak`n`Roll - Wygraj Życie,http://www.raknroll.pl,http://www.raknroll.pl/chce-pomoc/przekaz-1/,static,,,,,ORG,SEO
Stowarzyszenie Rodziców i Przyjaciół Dzieci Niewidomych i Słabowidzących Tęcza,http://www.tecza.org/,http://www.tecza.org/,static,,,,,ORG,WIN
Stowarzyszenie Rodziców i Przyjaciół Dzieci Niewidomych i Słabowidzących Tęcza,http://www.tecza.org/,http://www.tecza.org/,static,,,,,ORG,ONL
Stowarzyszenie Rodziców i Przyjaciół Dzieci Niewidomych i Słabowidzących Tęcza,http://www.tecza.org/,http://www.tecza.org/,static,,,,,ORG,LP
Stowarzyszenie Rodziców i Przyjaciół Dzieci Niewidomych i Słabowidzących Tęcza,http://www.tecza.org/,http://www.tecza.org/,static,,,,,ORG,SEO
Stowarzyszenie na rzecz Dzieci i Młodzieży z Porażeniem Mózgowym i Zespołem Downa Dajmy Dzieciom Nadzieję,http://www.dajmy-dzieciom-nadzieje.pl,http://www.dajmy-dzieciom-nadzieje.pl/1/Aktualnosci/,static,,,,,ORG,WIN
Stowarzyszenie na rzecz Dzieci i Młodzieży z Porażeniem Mózgowym i Zespołem Downa Dajmy Dzieciom Nadzieję,http://www.dajmy-dzieciom-nadzieje.pl,http://www.dajmy-dzieciom-nadzieje.pl/1/Aktualnosci/,static,,,,,ORG,ONL
Stowarzyszenie na rzecz Dzieci i Młodzieży z Porażeniem Mózgowym i Zespołem Downa Dajmy Dzieciom Nadzieję,http://www.dajmy-dzieciom-nadzieje.pl,http://www.dajmy-dzieciom-nadzieje.pl/1/Aktualnosci/,static,,,,,ORG,LP
Stowarzyszenie na rzecz Dzieci i Młodzieży z Porażeniem Mózgowym i Zespołem Downa Dajmy Dzieciom Nadzieję,http://www.dajmy-dzieciom-nadzieje.pl,http://www.dajmy-dzieciom-nadzieje.pl/1/Aktualnosci/,static,,,,,ORG,SEO
Przemyski Region Międzynarodowego Stowarzyszenia Policji IPA,http://ipaprzemysl.pl/,http://ipaprzemysl.pl/,static,,,,,ORG,LP
Przemyski Region Międzynarodowego Stowarzyszenia Policji IPA,http://ipaprzemysl.pl/,http://ipaprzemysl.pl/,static,,,,,ORG,SEO
Stowarzyszenie Żyć Lepiej,www.zyclepiej.org,www.zyclepiej.org,static,,,,,ORG,LP
Stowarzyszenie Żyć Lepiej,www.zyclepiej.org,www.zyclepiej.org,static,,,,,ORG,SEO
Warszawski Oddział Terenowy Polskiego Związku Krótkofalowców,http://www.ot25.pzk.org.pl/,http://www.ot25.pzk.org.pl/,static,,,,,ORG,LP
Warszawski Oddział Terenowy Polskiego Związku Krótkofalowców,http://www.ot25.pzk.org.pl/,http://www.ot25.pzk.org.pl/,static,,,,,ORG,SEO
Bydgoskie Towarzystwo Hipoterapeutyczne Myślęcinek,http://hipoterapiabydgoszcz.org/,http://hipoterapiabydgoszcz.org/,static,,,,,ORG,SEO
Towarzystwo Muzyczne im. Edwina Kowalika,http://idn.org.pl,http://idn.org.pl/towmuz/,-,-,-,-,,ORG,-
Fundacja Hospicyjna Dajmy Nadzieję,http://dajmynadzieje.pl/1procent/,http://dajmynadzieje.pl/1procent/,static,,,,,ORG,ONL
Fundacja Hospicyjna Dajmy Nadzieję,http://dajmynadzieje.pl/1procent/,http://dajmynadzieje.pl/1procent/,static,,,,,ORG,WIN
Fundacja Hospicyjna Dajmy Nadzieję,http://dajmynadzieje.pl/1procent/,http://dajmynadzieje.pl/1procent/,static,,,,,ORG,SEO
Stowarzyszenie na rzecz Osób z Niepełnosprawnością Przystań im. Jana Pawła II w Tymbarku,http://www.rehtymbark-dzieci.org/,http://www.rehtymbark-dzieci.org/,static,,,,,ORG,SEO
Stowarzyszenie na rzecz Osób z Niepełnosprawnością Przystań im. Jana Pawła II w Tymbarku,http://www.rehtymbark-dzieci.org/,http://www.rehtymbark-dzieci.org/,static,,,,,ORG,ONL
Stowarzyszenie Jeden Świat,www.jedenswiat.org.pl,www.jedenswiat.org.pl,static,,,,,ORG,SEO
Stowarzyszenie Jeden Świat,www.jedenswiat.org.pl,www.jedenswiat.org.pl,static,,,,,ORG,LP
Polskie Stowarzyszenie Obrońców Życia Człowieka,www.pro-life.pl,www.pro-life.pl,static,,,,,ORG,SEO
Polskie Stowarzyszenie Obrońców Życia Człowieka,www.pro-life.pl,www.pro-life.pl,static,,,,,ORG,LP
Stowarzyszenie Opieki Hospicyjnej Ziemi Częstochowskiej,http://hospicjum-czestochowa.pl,http://hospicjum-czestochowa.pl/podaruj-1/,static,,,,,ORG,SEO
Stowarzyszenie Opieki Hospicyjnej Ziemi Częstochowskiej,http://hospicjum-czestochowa.pl,http://hospicjum-czestochowa.pl/podaruj-1/,static,,,,,ORG,LP
Fundacja Towarzystwo Weterynaryjne,https://www.wlaczsumienie.org/,https://www.wlaczsumienie.org/,static,,,,,ORG,SEO
Fundacja Towarzystwo Weterynaryjne,https://www.wlaczsumienie.org/,https://www.wlaczsumienie.org/,static,,,,,ORG,LP
Stowarzyszenie na rzecz Bezdomnych Zwierząt Schronisko,www.schronisko.lodz.pl,www.schronisko.lodz.pl,static,,,,,ORG,WIN
Stowarzyszenie na rzecz Bezdomnych Zwierząt Schronisko,www.schronisko.lodz.pl,www.schronisko.lodz.pl,static,,,,,ORG,SEO
Stowarzyszenie na rzecz Bezdomnych Zwierząt Schronisko,www.schronisko.lodz.pl,www.schronisko.lodz.pl,static,,,,,ORG,LP
Fundacja na rzecz Zwierząt Przytul Psa,http://przytulpsa.pl,http://przytulpsa.pl/wspolpracujemy/,static,,,,,ORG,SEO
Stowarzyszenie Lambda - Warszawa,http://lambdawarszawa.org,http://lambdawarszawa.org/lambdawarszawa/wlacz-sie/przekaz-1/,static,,,,,ORG,ONL
Stowarzyszenie Lambda - Warszawa,http://lambdawarszawa.org,http://lambdawarszawa.org/lambdawarszawa/wlacz-sie/przekaz-1/,static,,,,,ORG,SEO
Stowarzyszenie Pomocy Dzieciom Specjalnej Troski Ada,http://ada.org.pl/zaangazuj-sie/,http://ada.org.pl/zaangazuj-sie/,static,,,,,ORG,LP
Stowarzyszenie Pomocy Dzieciom Specjalnej Troski Ada,http://ada.org.pl/zaangazuj-sie/,http://ada.org.pl/zaangazuj-sie/,static,,,,,ORG,SEO
Polskie Towarzystwo Wspierania Osób z Nieswoistymi Zapaleniami Jelita J-Elita,https://j-elita.org.pl/,http://j-elita.org.pl/1-podatku/,static,,,,,ORG,LP
Fundacja Rozwoju Dzieci im. Jana Amosa Komeńskiego,Niedostępna,http://www.dziecinawsi.pl/,,,,,,ORG,
Ognisko Towarzystwa Krzewienia Kultury Fizycznej Jaguar w Gdańsku,www.jaguargdansk.pl,www.jaguargdansk.pl,-,-,-,,-,ORG,-
Fundacja Jolanty Kwaśniewskiej Porozumienie Bez Barier,https://fpbb.pl,https://fpbb.pl/1-procent-2017/,static,,,,,ORG,WIN
Fundacja Jolanty Kwaśniewskiej Porozumienie Bez Barier,https://fpbb.pl,https://fpbb.pl/1-procent-2017/,static,,,,,ORG,SEO
Fundacja Jolanty Kwaśniewskiej Porozumienie Bez Barier,https://fpbb.pl,https://fpbb.pl/1-procent-2017/,static,,,,,ORG,ONL
Fundacja Jolanty Kwaśniewskiej Porozumienie Bez Barier,https://fpbb.pl,https://fpbb.pl/1-procent-2017/,static,,,,,ORG,LP
Stowarzyszenie Żydowski Instytut Historyczny w Polsce,http://www.szih.org.pl,http://www.szih.org.pl/pl/1%25.html,static,,,,,ORG,SEO
Stowarzyszenie Żydowski Instytut Historyczny w Polsce,http://www.szih.org.pl,http://www.szih.org.pl/pl/1%25.html,static,,,,,ORG,LP
Stowarzyszenie Wrocławskie Forum Kobiet,http://www.wroclawskieforumkobiet.org,http://www.wroclawskieforumkobiet.org/przekaz-nam-1-podatku/,static,,,,,ORG,SEO
Stowarzyszenie Wrocławskie Forum Kobiet,http://www.wroclawskieforumkobiet.org,http://www.wroclawskieforumkobiet.org/przekaz-nam-1-podatku/,static,,,,,ORG,LP
Fundacja L`ARCHE,http://www.larche.org.pl,http://www.larche.org.pl/jak-pomoc/1-procent/,-,-,-,-,,ORG,-
Fundacja Hipoterapia - Na Rzecz Rehabilitacji Dzieci Niepełnosprawnych,http://fundacja-hipoterapia.pl,http://100procentradosci.fundacja-hipoterapia.pl/,static,,,,,ORG,SEO
Fundacja Hipoterapia - Na Rzecz Rehabilitacji Dzieci Niepełnosprawnych,http://fundacja-hipoterapia.pl,http://100procentradosci.fundacja-hipoterapia.pl/,static,,,,,ORG,LP
Fundacja Hipoterapia - Na Rzecz Rehabilitacji Dzieci Niepełnosprawnych,http://fundacja-hipoterapia.pl,http://100procentradosci.fundacja-hipoterapia.pl/,static,,,,,ORG,ONL
Łódzkie Towarzystwo Opieki Nad Zwierzętami,http://ltonz.com.pl/,http://ltonz.com.pl/,static,,,,,ORG,SEO
Psy ratownicze,https://www.psyratownicze.eu,https://www.psyratownicze.eu/sponsorzy,static,,,,,ORG,SEO
Towarzystwo Przyjaciół Chorych Sądeckie Hospicjum,http://hospicjum.nowysacz.pl/dla-hospicjum/podaruj-jeden-procent,http://www.hospicjum.nowysacz.pl/dla-hospicjum/podaruj-jeden-procent,-,-,-,,-,ORG,-
Stowarzyszenie Miłośników Sanktuarium Maryjnego w Sulisławicach,http://www.sulislawice.pl,http://www.sulislawice.pl/index2.php,static,,,,,ORG,SEO
Stowarzyszenie Miłośników Sanktuarium Maryjnego w Sulisławicach,http://www.sulislawice.pl,http://www.sulislawice.pl/index2.php,static,,,,,ORG,LP
Śląska Fundacja Błękitny Krzyż,http://www.bk-europe.pl,http://www.bk-europe.pl/index.php/rozlicz-pit,static,,,,,ORG,ONL
Śląska Fundacja Błękitny Krzyż,http://www.bk-europe.pl,http://www.bk-europe.pl/index.php/rozlicz-pit,static,,,,,ORG,SEO
Śląska Fundacja Błękitny Krzyż,http://www.bk-europe.pl,http://www.bk-europe.pl/index.php/rozlicz-pit,static,,,,,ORG,LP
Polski Komitet Narodowy Funduszu Narodów Zjednoczonych na rzecz Dzieci - UNICEF,https://www.unicef.pl,https://www.unicef.pl/1procent?utm_source=Slider&utm_campaign=1procent,static,,,,,ORG,ONL
Polski Komitet Narodowy Funduszu Narodów Zjednoczonych na rzecz Dzieci - UNICEF,https://www.unicef.pl,https://www.unicef.pl/1procent?utm_source=Slider&utm_campaign=1procent,static,,,,,ORG,WIN
Polski Komitet Narodowy Funduszu Narodów Zjednoczonych na rzecz Dzieci - UNICEF,https://www.unicef.pl,https://www.unicef.pl/1procent?utm_source=Slider&utm_campaign=1procent,static,,,,,ORG,SEO
Fundacja Otwartego Muzeum Techniki,http://fomt.pl/,http://fomt.pl/,static,,,,,ORG,LP
Towarzystwo Przyjaciół Hospicjum,http://www.tph.org.pl,http://www.tph.org.pl/?a=33&lg=pl,static,,,,,ORG,SEO
"Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym, Koło w Pszczynie",www.psouupszczyna.pl,www.psouupszczyna.pl,static,,,,,ORG,ONL
Stowarzyszenie Zwierzyniec Św. Franciszka,http://www.zwierzyniecswfranciszka.pl,http://www.zwierzyniecswfranciszka.pl/pl/jak-pomoc.html#procent,static,,,,,ORG,WIN
Stowarzyszenie Zwierzyniec Św. Franciszka,http://www.zwierzyniecswfranciszka.pl,http://www.zwierzyniecswfranciszka.pl/pl/jak-pomoc.html#procent,static,,,,,ORG,ONL
Stowarzyszenie Zwierzyniec Św. Franciszka,http://www.zwierzyniecswfranciszka.pl,http://www.zwierzyniecswfranciszka.pl/pl/jak-pomoc.html#procent,static,,,,,ORG,SEO
Polskie Towarzystwo Walki z Mukowiscydoza,http://www.ptwm.org.pl/,http://www.ptwm.org.pl/,static,,,,,ORG,SEO
Polskie Towarzystwo Walki z Mukowiscydoza,http://www.ptwm.org.pl/,http://www.ptwm.org.pl/,static,,,,,ORG,LP
Fundacja Śląskie Hospicjum dla Dzieci,http://www.shd.org.pl,http://www.shd.org.pl/przekaz-jeden-procent-dla-hospicjum/,static,,,,,ORG,ONL
Fundacja Śląskie Hospicjum dla Dzieci,http://www.shd.org.pl,http://www.shd.org.pl/przekaz-jeden-procent-dla-hospicjum/,static,,,,,ORG,WIN
Fundacja Śląskie Hospicjum dla Dzieci,http://www.shd.org.pl,http://www.shd.org.pl/przekaz-jeden-procent-dla-hospicjum/,static,,,,,ORG,SEO
Stowarzyszenie do Walki z Rakiem z siedzibą w Specjalistycznym Szpitalu Onkologicznym,http://www.onkologia.bialystok.pl,http://www.onkologia.bialystok.pl/?dzial=19,static,,,,,ORG,WIN
Stowarzyszenie do Walki z Rakiem z siedzibą w Specjalistycznym Szpitalu Onkologicznym,http://www.onkologia.bialystok.pl,http://www.onkologia.bialystok.pl/?dzial=19,static,,,,,ORG,SEO
Fundacja PROCURO,http://www.procuro.org.pl/,http://www.procuro.org.pl/,,,,,,ORG,
Fundacja Wspólnota Nadziei,http://www.farma.org.pl,http://www.farma.org.pl/pomoz-nam/1-procent-pl/jak-przekazac-1.html,static,,,,,ORG,ONL
Fundacja Wspólnota Nadziei,http://www.farma.org.pl,http://www.farma.org.pl/pomoz-nam/1-procent-pl/jak-przekazac-1.html,static,,,,,ORG,OTH
Fundacja Wspólnota Nadziei,http://www.farma.org.pl,http://www.farma.org.pl/pomoz-nam/1-procent-pl/jak-przekazac-1.html,static,,,,,ORG,SEO
Związek Lubuskich Organizacji Pozarządowych,http://zlop.org.pl,http://zlop.org.pl/akcja-1/,static,,,,,ORG,ONL
Związek Lubuskich Organizacji Pozarządowych,http://zlop.org.pl,http://zlop.org.pl/akcja-1/,static,,,,,ORG,SEO
Fundacja Urszuli Smok Podaruj Życie Ośrodek Pomocy Osobom z Chorobami Krwi i Nowotworami,http://www.podarujzycie.org,http://www.podarujzycie.org/1_procent_podatku,,,,,,ORG,
Fundacja im. Brata Alberta,https://albert.krakow.pl,http://www.albert.krakow.pl/pl/przekaz-1-podatku/,static,,,,,ORG,ONL
Fundacja im. Brata Alberta,https://albert.krakow.pl,http://www.albert.krakow.pl/pl/przekaz-1-podatku/,static,,,,,ORG,SEO
Fundacja im. Brata Alberta,https://albert.krakow.pl,http://www.albert.krakow.pl/pl/przekaz-1-podatku/,static,,,,,ORG,WIN
Fundacja Na Ratunek Dzieciom z Dolnego Śląska,http://www.naratunekdzieciom.pl,http://www.naratunekdzieciom.pl/55-wypelnij-pit-z-nami-1-podatku,static,,,,,ORG,ONL
Fundacja Na Ratunek Dzieciom z Dolnego Śląska,http://www.naratunekdzieciom.pl,http://www.naratunekdzieciom.pl/55-wypelnij-pit-z-nami-1-podatku,static,,,,,ORG,SEO
Fundacja Na Ratunek Dzieciom z Dolnego Śląska,http://www.naratunekdzieciom.pl,http://www.naratunekdzieciom.pl/55-wypelnij-pit-z-nami-1-podatku,static,,,,,ORG,WIN
Fundacja Obrony Praw Zwierząt Anaconda,http://www.anaconda-fundacja.pl/,http://www.anaconda-fundacja.pl/,static,,,,,ORG,OTH
Fundacja Obrony Praw Zwierząt Anaconda,http://www.anaconda-fundacja.pl/,http://www.anaconda-fundacja.pl/,static,,,,,ORG,ONL
Fundacja Obrony Praw Zwierząt Anaconda,http://www.anaconda-fundacja.pl/,http://www.anaconda-fundacja.pl/,static,,,,,ORG,SEO
Fundacja Obrony Praw Zwierząt Anaconda,http://www.anaconda-fundacja.pl/,http://www.anaconda-fundacja.pl/,static,,,,,ORG,WIN
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym Koło w Iławie,http://www.psouu.ilawa.pl/,http://www.psouu.ilawa.pl/,static,,,,,ORG,ONL
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym Koło w Iławie,http://www.psouu.ilawa.pl/,http://www.psouu.ilawa.pl/,static,,,,,ORG,WIN
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym Koło w Iławie,http://www.psouu.ilawa.pl/,http://www.psouu.ilawa.pl/,static,,,,,ORG,SEO
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym Koło w Iławie,http://www.psouu.ilawa.pl/,http://www.psouu.ilawa.pl/,static,,,,,ORG,LP
Patria Akademickie Stowarzyszenie Kultury i Folkloru przy Uniwersytecie Śląskim,http://patria.org.pl/,http://patria.org.pl/,static,,,,,ORG,ONL
Fundacja Ekologiczna - Wychowanie i Sztuka Elementarz,http://www.elementarz.edu.pl/,http://www.elementarz.edu.pl/,static,,,,,ORG,SEO
Uczniowski Klub Sportowy Gracz,http://www.uksgracz.pl/,http://www.uksgracz.pl/,static,,,,,ORG,ONL
Uczniowski Klub Sportowy Gracz,http://www.uksgracz.pl/,http://www.uksgracz.pl/,static,,,,,ORG,SEO
Nasza Fundacja,http://naszafundacja.pl,http://naszafundacja.pl/chce-pomoc-przekaz-1-procent/,static,,,,,ORG,WIN
Nasza Fundacja,http://naszafundacja.pl,http://naszafundacja.pl/chce-pomoc-przekaz-1-procent/,static,,,,,ORG,SEO
Nasza Fundacja,http://naszafundacja.pl,http://naszafundacja.pl/chce-pomoc-przekaz-1-procent/,static,,,,,ORG,ONL
Stowarzyszenie Łódź Ratunkowa,http://www.lodzratunkowa.org,http://www.lodzratunkowa.org/node/5,static,,,,,ORG,SEO
Stowarzyszenie Łódź Ratunkowa,http://www.lodzratunkowa.org,http://www.lodzratunkowa.org/node/5,static,,,,,ORG,ONL
Fundacja Aviva,https://www.aviva.pl,http://www.aviva.pl/o-naszej-firmie/dzialania-spoleczne/fundacja-aviva.html,,,,,,ORG,
Fundacja Orange,https://fundacja.orange.pl,https://fundacja.orange.pl/aktualnosci/artykul/wypelnij-pit-i-przekaz-1-fundacji-orange/,static,,,,,ORG,ONL
Fundacja Orange,https://fundacja.orange.pl,https://fundacja.orange.pl/aktualnosci/artykul/wypelnij-pit-i-przekaz-1-fundacji-orange/,static,,,,,ORG,WIN
Fundacja Orange,https://fundacja.orange.pl,https://fundacja.orange.pl/aktualnosci/artykul/wypelnij-pit-i-przekaz-1-fundacji-orange/,static,,,,,ORG,SEO
Fundacja Domowe Hospicjum Dziecięce Promyczek,http://www.hospicjumpromyczek.pl,http://www.hospicjumpromyczek.pl/hospicjum/regulamin-hospicjum/,static,,,,,ORG,SEO
Fundacja Domowe Hospicjum Dziecięce Promyczek,http://www.hospicjumpromyczek.pl,http://www.hospicjumpromyczek.pl/hospicjum/regulamin-hospicjum/,static,,,,,ORG,LP
Fundacja Polskich Niewidomych i Słabowidzących „Trakt”,http://trakt.org.pl,http://trakt.org.pl/category/aktualnosci/,static,,,,,ORG,SEO
Fundacja Polskich Niewidomych i Słabowidzących „Trakt”,http://trakt.org.pl,http://trakt.org.pl/category/aktualnosci/,static,,,,,ORG,LP
Wielkopolskie Stowarzyszenie Wolontariuszy Opieki Paliatywnej Hospicjum Domowe,http://www.hospicjum-domowe.poznan.pl,http://www.hospicjum-domowe.poznan.pl/pl/strona-glowna/,static,,,,,ORG,SEO
Fundacja na rzecz Osób Niewidomych Labrador Pies Przewodnik,http://fundacja.labrador.pl,http://fundacja.labrador.pl/pl/fundacja/aktualnosci/3-2-1-twoj-pit-nasz-krs,static,,,,,ORG,LP
Fundacja na rzecz Osób Niewidomych Labrador Pies Przewodnik,http://fundacja.labrador.pl,http://fundacja.labrador.pl/pl/fundacja/aktualnosci/3-2-1-twoj-pit-nasz-krs,static,,,,,ORG,SEO
Fundacja Miki - Centrum Rehabilitacji,http://fundacjamc.pl/,http://fundacjamc.pl,,,,,,ORG,
Towarzystwo Miłośników Zarzecza,http://www.chybie.pl,http://www.chybie.pl/asp/pl_start.asp?typ=14&sub=13&menu=44&strona=1,static,,,,,ORG,LP
Towarzystwo Miłośników Zarzecza,http://www.chybie.pl,http://www.chybie.pl/asp/pl_start.asp?typ=14&sub=13&menu=44&strona=1,static,,,,,ORG,SEO
Towarzystwo Miłośników Zarzecza,http://www.chybie.pl,http://www.chybie.pl/asp/pl_start.asp?typ=14&sub=13&menu=44&strona=1,static,,,,,ORG,WIN
Fundacja Olandia,http://www.fundacjaolandia.org/,http://www.fundacjaolandia.org,?,,,,,ORG,WIN
Fundacja Diabeciaki,http://www.diabeciaki.pl/,http://www.diabeciaki.pl/,static,,,,,ORG,WIN
Fundacja Diabeciaki,http://www.diabeciaki.pl/,http://www.diabeciaki.pl/,static,,,,,ORG,ONL
Fundacja Diabeciaki,http://www.diabeciaki.pl/,http://www.diabeciaki.pl/,static,,,,,ORG,SEO
PRZYJACIELE SZPITALI DZIECIĘCYCH W WARSZAWIE,https://www.fundacjaprzyjaciol.org,https://www.fundacjaprzyjaciol.org/pl/zostan-przyjacielem/#donate_button_hook,static,,,,,ORG,WIN
PRZYJACIELE SZPITALI DZIECIĘCYCH W WARSZAWIE,https://www.fundacjaprzyjaciol.org,https://www.fundacjaprzyjaciol.org/pl/zostan-przyjacielem/#donate_button_hook,static,,,,,ORG,ONL
PRZYJACIELE SZPITALI DZIECIĘCYCH W WARSZAWIE,https://www.fundacjaprzyjaciol.org,https://www.fundacjaprzyjaciol.org/pl/zostan-przyjacielem/#donate_button_hook,static,,,,,ORG,SEO
STOWARZYSZENIE JEŹDZIECKIE OSÓB NIEPEŁNOSPRAWNYCH HIPPOLAND,http://hippoland.pl/,http://hippoland.pl/,static,,,,,ORG,WIN
STOWARZYSZENIE JEŹDZIECKIE OSÓB NIEPEŁNOSPRAWNYCH HIPPOLAND,http://hippoland.pl/,http://hippoland.pl/,static,,,,,ORG,ONL
Fundacja Horyzonty Wnętrza,http://horyzontywnetrza.com/,http://horyzontywnetrza.com,static,,,,,ORG,SEO
"STOWARZYSZENIE ""DOM NA SKRAJU""",http://domnaskraju.pl,http://domnaskraju.pl/1-2/,static,,,,,ORG,SEO
Niezależne Zrzeszenie Studentów Uniwersytetu Gdańskiego,http://nzsug.pl/,http://nzsug.pl,,,,,,ORG,
Stowarzyszenie Przyjaciół Ludzkiego Życia ,http://www.hli.org.pl,http://www.hli.org.pl/pl/artykuly/216-jeden-procent-podatku-na-budowanie-ewangelii-zycia-i-milosci?highlight=WyJwaXRheCJd,static,,,,,ORG,ONL
Stowarzyszenie Przyjaciół Ludzkiego Życia ,http://www.hli.org.pl,http://www.hli.org.pl/pl/artykuly/216-jeden-procent-podatku-na-budowanie-ewangelii-zycia-i-milosci?highlight=WyJwaXRheCJd,static,,,,,ORG,WIN
Stowarzyszenie Przyjaciół Ludzkiego Życia ,http://www.hli.org.pl,http://www.hli.org.pl/pl/artykuly/216-jeden-procent-podatku-na-budowanie-ewangelii-zycia-i-milosci?highlight=WyJwaXRheCJd,static,,,,,ORG,SEO
"Stowarzyszenie Rodzin Wielodzietnych ""Szczęśliwy Dom"" w Gdańsku",www.srw.gda.pl,http://srw.gda.pl/rozlicz-swoj-pit-razem-z-nami/,static,,,,,ORG,SEO
FUNDACJA JUŻ POMAGAM,juzpomagam.org,juzpomagam.org,static,,,,,ORG,SEO
FUNDACJA JUŻ POMAGAM,juzpomagam.org,juzpomagam.org,static,,,,,ORG,OTH
Fundacja „Autyzm bez Tabu”,http://www.autyzmbeztabu.pl,http://www.autyzmbeztabu.pl/parterzy/,static,,,,,ORG,SEO
Fundacja „Autyzm bez Tabu”,http://www.autyzmbeztabu.pl,http://www.autyzmbeztabu.pl/parterzy/,static,,,,,ORG,LP
Fundacja FORM.ART,http://form.art.pl,http://form.art.pl/przekaz-1.html,static,,,,,ORG,SEO
Fundacja FORM.ART,http://form.art.pl,http://form.art.pl/przekaz-1.html,static,,,,,ORG,LP
Stowarzyszenie Ratuj Tenczyn,http://www.ratujtenczyn.org.pl,http://www.ratujtenczyn.org.pl/jeden_procent_2016.html,static,,,,,ORG,SEO
Stowarzyszenie Ratuj Tenczyn,http://www.ratujtenczyn.org.pl,http://www.ratujtenczyn.org.pl/jeden_procent_2016.html,static,,,,,ORG,LP
Stowarzyszenie Ratuj Tenczyn,http://www.ratujtenczyn.org.pl,http://www.ratujtenczyn.org.pl/jeden_procent_2016.html,static,,,,,ORG,OTH
Stowarzyszenie Sportowo-Rehabilitacyjne Start,http://www.start.org.pl/,http://www.start.org.pl/,static,,,,,ORG,SEO
Stowarzyszenie Sportowo-Rehabilitacyjne Start,http://www.start.org.pl/,http://www.start.org.pl/,static,,,,,ORG,LP
Stowarzyszenie Chorych na Stwardnienie Rozsiane w Głogowie,http://www.sm.glogow.pl/,www.sm.glogow.pl,static,,,,,ORG,SEO
Stowarzyszenie Chorych na Stwardnienie Rozsiane w Głogowie,http://www.sm.glogow.pl/,www.sm.glogow.pl,static,,,,,ORG,LP
Stowarzyszenie Chorych na Stwardnienie Rozsiane w Głogowie,http://www.sm.glogow.pl/,www.sm.glogow.pl,static,,,,,ORG,ONL
Stowarzyszenie Chorych na Stwardnienie Rozsiane w Głogowie,http://www.sm.glogow.pl/,www.sm.glogow.pl,static,,,,,ORG,WIN
Stowarzyszenie Pomocy MIŚ w Malborku ,http://www.mis.malbork.pl/,http://www.mis.malbork.pl/,static,,,,,ORG,SEO
Stowarzyszenie Pomocy MIŚ w Malborku ,http://www.mis.malbork.pl/,http://www.mis.malbork.pl/,static,,,,,ORG,LP
Fundacja Vis Maior,Niedostępna,http://fundacjavismaior.pl/1-podatku/,,,,,,ORG,
Fundacja Pies Przewodnik,http://piesprzewodnik.org.pl,http://piesprzewodnik.org.pl/podaruj-1-procent-podatku/,static,,,,,ORG,SEO
Fundacja Pies Przewodnik,http://piesprzewodnik.org.pl,http://piesprzewodnik.org.pl/podaruj-1-procent-podatku/,static,,,,,ORG,LP
