Account Name,Domain,From,To,Role,static/dynamic link,no-follow,Phone,Email,Primary Contact,Project
Fundacja na rzecz Szpitala Rejonowego w Raciborzu,http://www.powiatraciborski.pl/starostwo/fundacja_na_rzecz_szpitala.html,http://www.powiatraciborski.pl/starostwo/fundacja_na_rzecz_szpitala.html,https://www.pitax.pl/,SEO,static,,324597347,spoleczny@powiatraciborski.pl,,OPP
Fundacja na rzecz Szpitala Rejonowego w Raciborzu,http://www.powiatraciborski.pl/starostwo/fundacja_na_rzecz_szpitala.html,http://www.powiatraciborski.pl/starostwo/fundacja_na_rzecz_szpitala.html,https://www.pitax.pl/rozlicz/0000204629/?cel=PodajCel,ONL,static,,324597347,spoleczny@powiatraciborski.pl,,OPP
Stowarzyszenie Opieki nad Dziećmi Oratorium im. Błogosławionego Księdza Bronisława Markiewicza,http://www.oratoriumstw.pl,http://www.oratoriumstw.pl/,https://www.pitax.pl/pobierz/0000022794/,WIN,dynamic,,15 842 92 80,oratoriumstwola@gmail.com,,OPP
Stowarzyszenie Opieki nad Dziećmi Oratorium im. Błogosławionego Księdza Bronisława Markiewicza,http://www.oratoriumstw.pl,http://www.oratoriumstw.pl/,https://www.iwop.pl/,SEO2,dynamic,,15 842 92 80,oratoriumstwola@gmail.com,,OPP
Stowarzyszenie Opieki nad Dziećmi Oratorium im. Błogosławionego Księdza Bronisława Markiewicza,http://www.oratoriumstw.pl,http://www.oratoriumstw.pl/,https://www.pitax.pl/rozliczenie-pit/,SEO,dynamic,,15 842 92 80,oratoriumstwola@gmail.com,,OPP
Stowarzyszenie Pomocna Dłoń im. Św. Brata Alberta w Lipsku,http://bratalbertlipsko.boo.pl,http://bratalbertlipsko.boo.pl/,https://www.pitax.pl/opp/zestaw-formularzy-pit-dla-opp/?krs=0000080582,OTH,static,,48 378 10 11,psdssloneczkolipsko@wp.pl,Magdalena Gozdur,OPP
Stowarzyszenie Pomocna Dłoń im. Św. Brata Alberta w Lipsku,http://bratalbertlipsko.boo.pl,http://bratalbertlipsko.boo.pl/,https://www.iwop.pl/,SEO2,static,,48 378 10 11,psdssloneczkolipsko@wp.pl,Magdalena Gozdur,OPP
Stowarzyszenie Pomocna Dłoń im. Św. Brata Alberta w Lipsku,http://bratalbertlipsko.boo.pl,http://bratalbertlipsko.boo.pl/,https://www.pitax.pl/,SEO,static,,48 378 10 11,psdssloneczkolipsko@wp.pl,Magdalena Gozdur,OPP
Stowarzyszenie Interwencji Prawnej,https://interwencjaprawna.pl/,https://interwencjaprawna.pl/posluchajhistorii/,https://www.iwop.pl/,SEO2,static,,22 621 51 65,biuro@interwencjaprawna.pl,,OPP
Stowarzyszenie Interwencji Prawnej,https://interwencjaprawna.pl/,https://interwencjaprawna.pl/posluchajhistorii/,https://www.pitax.pl/,SEO,static,,22 621 51 65,biuro@interwencjaprawna.pl,,OPP
Stowarzyszenie Interwencji Prawnej,https://interwencjaprawna.pl/,https://interwencjaprawna.pl/posluchajhistorii/,https://www.pitax.pl/rozlicz/0000240024/,ONL,static,,22 621 51 65,biuro@interwencjaprawna.pl,,OPP
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym - Koło w Jaworznie,http://www.psouujaworzno.org.pl/,http://www.psouujaworzno.org.pl/,https://www.pitax.pl/opp/zestaw-formularzy-pit-dla-opp/?krs=0000042002,OTH,dynamic,,32 616 35 89,psouu@poczta.fm,Ewa Szewczyk,OPP
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym - Koło w Jaworznie,http://www.psouujaworzno.org.pl/,http://www.psouujaworzno.org.pl/,https://www.pitax.pl/,SEO,dynamic,,32 616 35 89,psouu@poczta.fm,Ewa Szewczyk,OPP
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym - Koło w Jaworznie,http://www.psouujaworzno.org.pl/,http://www.psouujaworzno.org.pl/,https://www.pitax.pl/rozlicz/?krs=0000042002&cel=1ProcentPodatkuDlapsonijaworzno,ONL,dynamic,,32 616 35 89,psouu@poczta.fm,Ewa Szewczyk,OPP
"Kolskie Stowarzyszenie Osób Niepełnosprawnych ""Sprawni Inaczej""",http://www.kson.com.pl,http://www.kson.com.pl/,https://www.pitax.pl/pobierz/0000020401/,WIN,static,,63 261 01 48,stw.sprawniinaczej@wp.pl,Paweł Głuszkowski,OPP
"Kolskie Stowarzyszenie Osób Niepełnosprawnych ""Sprawni Inaczej""",http://www.kson.com.pl,http://www.kson.com.pl/,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,63 261 01 48,stw.sprawniinaczej@wp.pl,Paweł Głuszkowski,OPP
"Kolskie Stowarzyszenie Osób Niepełnosprawnych ""Sprawni Inaczej""",http://www.kson.com.pl,http://www.kson.com.pl/,https://www.iwop.pl/,SEO2,static,,63 261 01 48,stw.sprawniinaczej@wp.pl,Paweł Głuszkowski,OPP
Ludowy Klub Sportowy Pasjonat w Dankowicach,http://www.pasjonatdankowice.pl,http://www.pasjonatdankowice.pl/index.php,https://www.iwop.pl/,SEO2,static,,693358302,info@pasjonatdankowice.com,Andrzej Sadlok,OPP
Ludowy Klub Sportowy Pasjonat w Dankowicach,http://www.pasjonatdankowice.pl,http://www.pasjonatdankowice.pl/index.php,https://www.pitax.pl/,SEO,static,,693358302,info@pasjonatdankowice.com,Andrzej Sadlok,OPP
Ludowy Klub Sportowy Pasjonat w Dankowicach,http://www.pasjonatdankowice.pl,http://www.pasjonatdankowice.pl/index.php,https://www.pitax.pl/krs/0000114262/'%3E,LP,static,,693358302,info@pasjonatdankowice.com,Andrzej Sadlok,OPP
Stowarzyszenie Malta Służba Medyczna,http://www.malta.med.pl,http://malta.med.pl/,https://www.pitax.pl/krs/0000155463/,LP,static,,696 093 092,sekretariat@msm.org.pl,Mieczysław Kasznik,OPP
Stowarzyszenie Malta Służba Medyczna,http://www.malta.med.pl,http://malta.med.pl/,https://www.iwop.pl/,SEO2,static,,696 093 092,sekretariat@msm.org.pl,Mieczysław Kasznik,OPP
Stowarzyszenie Malta Służba Medyczna,http://www.malta.med.pl,http://malta.med.pl/,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,696 093 092,sekretariat@msm.org.pl,Mieczysław Kasznik,OPP
Stowarzyszenie Przystań,http://www.przystan.turek.pl,http://www.przystan.turek.pl/node/18,https://www.iwop.pl/,SEO2,static,,604 240 274,,Jacek Sułkowski,OPP
Stowarzyszenie Przystań,http://www.przystan.turek.pl,http://www.przystan.turek.pl/node/18,https://www.pitax.pl/,SEO2,static,,604 240 274,,Jacek Sułkowski,OPP
Stowarzyszenie Przystań,http://www.przystan.turek.pl,http://www.przystan.turek.pl/node/18,https://www.pitax.pl/rozlicz/0000164161/?cel=PodajCel,ONL,static,,604 240 274,,Jacek Sułkowski,OPP
Dom Pomocy Społecznej dla Dorosłych im. św. Brata Alberta Prowadzony przez Zgromadzenie Sióstr Albertynek,http://www.dpsporaj.albertynki.pl/,http://www.dpsporaj.albertynki.pl/pitax.html,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,343145018,dpsporaj@albertynki.pl,Estera Cegielska,OPP
Dom Pomocy Społecznej dla Dorosłych im. św. Brata Alberta Prowadzony przez Zgromadzenie Sióstr Albertynek,http://www.dpsporaj.albertynki.pl/,http://www.dpsporaj.albertynki.pl/pitax.html,https://www.pitax.pl/krs/0000535865,LP,static,,343145018,dpsporaj@albertynki.pl,Estera Cegielska,OPP
Dom Pomocy Społecznej dla Dorosłych im. św. Brata Alberta Prowadzony przez Zgromadzenie Sióstr Albertynek,http://www.dpsporaj.albertynki.pl/,http://www.dpsporaj.albertynki.pl/pitax.html,https://www.iwop.pl/,SEO2,static,,343145018,dpsporaj@albertynki.pl,Estera Cegielska,OPP
Stowarzyszenie dla Dobra Dziecka,http://dladobradziecka.pl,http://dladobradziecka.pl/wspieraj-nas/,https://www.pitax.pl/rozlicz/0000519357/,ONL,static,,503 970 777,biuro@dladobradziecka.pl,Marcin Nowak,OPP
Stowarzyszenie dla Dobra Dziecka,http://dladobradziecka.pl,http://dladobradziecka.pl/wspieraj-nas/,https://www.iwop.pl/,SEO2,static,,503 970 777,biuro@dladobradziecka.pl,Marcin Nowak,OPP
Stowarzyszenie dla Dobra Dziecka,http://dladobradziecka.pl,http://dladobradziecka.pl/wspieraj-nas/,https://www.pitax.pl/,SEO,static,,503 970 777,biuro@dladobradziecka.pl,Marcin Nowak,OPP
"FUNDACJA ""FORANI""",https://fundacjaforani.org/,https://fundacjaforani.org/przekaz-nam-swoj-1-procent/,https://www.pitax.pl/rozlicz/0000420954/?cel=Pomoc%20osobom%20po%20wypadkach,ONL,static,,508 301 144,info@fundacjaforani.org,Iwona Lis,OPP
"FUNDACJA ""FORANI""",https://fundacjaforani.org/,https://fundacjaforani.org/przekaz-nam-swoj-1-procent/,https://www.iwop.pl/,SEO2,static,,508 301 144,info@fundacjaforani.org,Iwona Lis,OPP
"FUNDACJA ""FORANI""",https://fundacjaforani.org/,https://fundacjaforani.org/przekaz-nam-swoj-1-procent/,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,508 301 144,info@fundacjaforani.org,Iwona Lis,OPP
Fundacja Dziecięce Marzenia,http://www.fdm.org.pl/,http://fdm.org.pl/1-dla-fdm/,https://www.iwop.pl/,SEO2,static,,033 822 89 79,fdm@poczta.fm,Kazimierz Winnicki,OPP
Fundacja Dziecięce Marzenia,http://www.fdm.org.pl/,http://fdm.org.pl/1-dla-fdm/,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,033 822 89 79,fdm@poczta.fm,Kazimierz Winnicki,OPP
Fundacja Dziecięce Marzenia,http://www.fdm.org.pl/,http://fdm.org.pl/1-dla-fdm/,https://www.pitax.pl/krs/0000006734/,LP,static,,033 822 89 79,fdm@poczta.fm,Kazimierz Winnicki,OPP
Milickie Stowarzyszenie Przyjaciół Dzieci i Osób Niepełnosprawnych,http://www.mspdion.org.pl/,http://www.mspdion.org.pl/podaruj-1-podatku/65,https://www.pitax.pl/rozlicz/0000028932/,ONL,static,,71 3841110,milickiespdion@wp.pl,,OPP
Milickie Stowarzyszenie Przyjaciół Dzieci i Osób Niepełnosprawnych,http://www.mspdion.org.pl/,http://www.mspdion.org.pl/podaruj-1-podatku/66,https://www.iwop.pl/,SEO2,static,,71 3841110,milickiespdion@wp.pl,,OPP
Milickie Stowarzyszenie Przyjaciół Dzieci i Osób Niepełnosprawnych,http://www.mspdion.org.pl/,http://www.mspdion.org.pl/podaruj-1-podatku/67,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,71 3841110,milickiespdion@wp.pl,,OPP
Towarzystwo Pomocy Potrzebującym im. Św. Brata Alberta Nadzieja,http://www.nadzieja.srem.info,"http://bratalbert.nstrefa.pl/nadzieja.srem.info/s16,1_procent_podatku.html",http://www.pitax.pl/krs/0000063355/,LP,static,,663 953 504,brat_albert@poczta.onet.eu,Krystyna Szymańska,OPP
Towarzystwo Pomocy Potrzebującym im. Św. Brata Alberta Nadzieja,http://www.nadzieja.srem.info,"http://bratalbert.nstrefa.pl/nadzieja.srem.info/s16,1_procent_podatku.html",http://www.iwop.pl/,SEO2,static,,663 953 504,brat_albert@poczta.onet.eu,Krystyna Szymańska,OPP
Towarzystwo Pomocy Potrzebującym im. Św. Brata Alberta Nadzieja,http://www.nadzieja.srem.info,"http://bratalbert.nstrefa.pl/nadzieja.srem.info/s16,1_procent_podatku.html",http://www.pitax.pl/,SEO,static,,663 953 504,brat_albert@poczta.onet.eu,Krystyna Szymańska,OPP
FUNDACJA BO CIĘ KOCHAM,http://fundacjabociekocham.pl,http://fundacjabociekocham.pl,http://www.pitax.pl/krs/0000426815/,LP,dynamic,,690 900 236,info@fundacjabociekocham.pl,Bogusława Ziarkowska,OPP
FUNDACJA BO CIĘ KOCHAM,http://fundacjabociekocham.pl,http://fundacjabociekocham.pl,http://www.iwop.pl/,SEO2,dynamic,,690 900 236,info@fundacjabociekocham.pl,Bogusława Ziarkowska,OPP
FUNDACJA BO CIĘ KOCHAM,http://fundacjabociekocham.pl,http://fundacjabociekocham.pl,http://www.pitax.pl/,SEO,dynamic,,690 900 236,info@fundacjabociekocham.pl,Bogusława Ziarkowska,OPP
Stowarzyszenie Warmia,http://www.stowarzyszenie.warmia.pl/,http://www.stowarzyszenie.warmia.pl/,https://www.pitax.pl/krs/0000222366/,LP,static,,605 682 082,ela@krywko.pl,,OPP
Stowarzyszenie Warmia,http://www.stowarzyszenie.warmia.pl/,http://www.stowarzyszenie.warmia.pl/,https://www.iwop.pl/,SEO2,static,,605 682 082,ela@krywko.pl,,OPP
Stowarzyszenie Warmia,http://www.stowarzyszenie.warmia.pl/,http://www.stowarzyszenie.warmia.pl/,https://www.pitax.pl/,SEO,static,,605 682 082,ela@krywko.pl,,OPP
Stowarzyszenie Rodziców i Przyjaciół Dzieci z Zespołem Downa Tęcza w Krakowie,http://www.stowarzyszenietecza.org/,http://www.stowarzyszenietecza.org/jak-nam-pomoc/1-opp/,https://www.pitax.pl/rozlicz/0000335176/,ONL,static,,692 263 698,sto.tecza@gmail.com,Paulina Surman,OPP
Stowarzyszenie Rodziców i Przyjaciół Dzieci z Zespołem Downa Tęcza w Krakowie,http://www.stowarzyszenietecza.org/,http://www.stowarzyszenietecza.org/jak-nam-pomoc/1-opp/,https://www.pitax.pl/,SEO,static,,692 263 698,sto.tecza@gmail.com,Paulina Surman,OPP
Stowarzyszenie Bezpieczeństwo Dziecka,http://www.sbd.org.pl/,http://www.sbd.org.pl/index.php?option=com_content&view=article&id=%20125,https://www.pitax.pl/rozlicz/0000012365/,ONL,static,,505045164,sbd@sbd.org.pl,,OPP
Stowarzyszenie Bezpieczeństwo Dziecka,http://www.sbd.org.pl/,http://www.sbd.org.pl/index.php?option=com_content&view=article&id=%20126,https://www.pitax.pl/pobierz/0000012365/,WIN,static,,505045164,sbd@sbd.org.pl,,OPP
Stowarzyszenie Bezpieczeństwo Dziecka,http://www.sbd.org.pl/,http://www.sbd.org.pl/index.php?option=com_content&view=article&id=%20127,http://www.pitax.pl/,SEO,static,,505045164,sbd@sbd.org.pl,,OPP
Stowarzyszenie na rzecz autyzmu Uczymy się żyć razem,http://www.autyzmopole.pl,http://autyzmopole.pl/?p=1616,https://www.pitax.pl/krs/0000165247/,LP,static,,774695668,autyzmopole@o2.pl,Pracownik Stowarzyszenia na rzecz autyzmu,OPP
Stowarzyszenie na rzecz autyzmu Uczymy się żyć razem,http://www.autyzmopole.pl,http://autyzmopole.pl/?p=1617,https://www.iwop.pl/,SEO2,static,,774695668,autyzmopole@o2.pl,Pracownik Stowarzyszenia na rzecz autyzmu,OPP
Stowarzyszenie na rzecz autyzmu Uczymy się żyć razem,http://www.autyzmopole.pl,http://autyzmopole.pl/?p=1618,https://www.pitax.pl/program-pit/,SEO,static,,774695668,autyzmopole@o2.pl,Pracownik Stowarzyszenia na rzecz autyzmu,OPP
Fundacja Kotikowo,http://kotikowo.pl,http://kotikowo.pl/program-pit/,https://www.pitax.pl/pobierz/0000391932/?kampania=AktywniSpolecznie,WIN,static,,512418033,biuro@kotikowo.pl,Wiesława Otto-Salceson,OPP
Fundacja Kotikowo,http://kotikowo.pl,http://kotikowo.pl/program-pit/,https://www.pitax.pl/rozlicz/0000391932/?kampania=AktywniSpolecznie,ONL,static,,512418033,biuro@kotikowo.pl,Wiesława Otto-Salceson,OPP
Fundacja Kotikowo,http://kotikowo.pl,http://kotikowo.pl/,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,512418033,biuro@kotikowo.pl,Wiesława Otto-Salceson,OPP
Fundacja Naszym Dzieciom,http://fundacjanaszymdzieciom.pl/,http://fundacjanaszymdzieciom.pl/,http://www.iwop.pl/,SEO2,dynamic,,609259609,f-n-d@o2.pl,Zofia Górecka,OPP
Fundacja Naszym Dzieciom,http://fundacjanaszymdzieciom.pl/,http://fundacjanaszymdzieciom.pl/,http://www.pitax.pl/,SEO,dynamic,,609259609,f-n-d@o2.pl,Zofia Górecka,OPP
Fundacja Naszym Dzieciom,http://fundacjanaszymdzieciom.pl/,http://fundacjanaszymdzieciom.pl/,http://www.pitax.pl/rozlicz/0000218408/,ONL,dynamic,,609259609,f-n-d@o2.pl,Zofia Górecka,OPP
Stowarzyszenie Rodziców na rzecz Zespołu Szkół w Otrębusach Nasze Dzieci,http://www.otrebusy.edu.pl,,,,,,22 7585810,naszedzieci@op.pl,Agnieszka Łukasik,OPP
NIE MA SEO I SYSTEM LINKU,,,,SEO,,,,,,OPP
,,,,SYSTEM LINK,,,,,,OPP
"Fundacja ""Równe Szanse""",http://www.fundacja-rowneszanse.org.pl/,http://www.fundacja-rowneszanse.org.pl/,http://www.pitax.pl/,SEO,static,,(42) 636-85-47,fundacjarowneszanse@gmail.com,Ewelina Gallas,OPP
"Fundacja ""Równe Szanse""",http://www.fundacja-rowneszanse.org.pl/,http://www.fundacja-rowneszanse.org.pl/,https://www.pitax.pl/krs/0000135427/,LP,static,,(42) 636-85-47,fundacjarowneszanse@gmail.com,Ewelina Gallas,OPP
Stowarzyszenie KRZYŚ,http://www.stowarzyszeniekrzys.home.pl,http://stowarzyszeniekrzys.com.pl/,https://www.pitax.pl/,SEO,static,,506852028,stowarzyszeniekrzys@home.pl,Piotr Cieślewicz,OPP
Stowarzyszenie KRZYŚ,http://www.stowarzyszeniekrzys.home.pl,http://stowarzyszeniekrzys.com.pl/,https://www.iwop.pl/,SEO2,static,,506852028,stowarzyszeniekrzys@home.pl,Piotr Cieślewicz,OPP
Stowarzyszenie KRZYŚ,http://www.stowarzyszeniekrzys.home.pl,http://stowarzyszeniekrzys.com.pl/,https://www.pitax.pl/krs/0000228742/,LP,static,,506852028,stowarzyszeniekrzys@home.pl,Piotr Cieślewicz,OPP
Centrum ds. Katastrof i Klęsk Żywiołowych - TRATWA,http://www.tratwa.org,http://tratwa.org/wesprzyj-nas/,https://www.pitax.pl/rozlicz/0000200183/,ONL,static,,71 321 08 71,mmichalowska@tratwa.org,,OPP
Centrum ds. Katastrof i Klęsk Żywiołowych - TRATWA,http://www.tratwa.org,http://tratwa.org/wesprzyj-nas/,https://www.iwop.pl/,SEO2,static,,71 321 08 71,mmichalowska@tratwa.org,,OPP
Centrum ds. Katastrof i Klęsk Żywiołowych - TRATWA,http://www.tratwa.org,http://tratwa.org/wesprzyj-nas/,https://www.pitax.pl/,SEO,static,,71 321 08 71,mmichalowska@tratwa.org,,OPP
Fundacja Teneo,http://www.teneo.org.pl,http://www.teneo.org.pl/1-procent.php,https://www.pitax.pl/rozlicz/0000354010/,ONL,static,,690 074 609,biuro@teneo.org.pl,,OPP
Fundacja Teneo,http://www.teneo.org.pl,http://www.teneo.org.pl/1-procent.php,https://www.iwop.pl/,,static,,690 074 609,biuro@teneo.org.pl,,OPP
Fundacja Teneo,http://www.teneo.org.pl,http://www.teneo.org.pl/1-procent.php,https://www.pitax.pl/,SEO,static,,690 074 609,biuro@teneo.org.pl,,OPP
Fundacja Bator Tabor Polska,http://www.batortabor.pl,https://batortabor.hu/pl/wesprzyj-nas/1-podatku/,https://www.pitax.pl/rozlicz/0000342855/,ONL,static,,732651620,info@batortabor.pl,Paula Rycaj,OPP
Fundacja Bator Tabor Polska,http://www.batortabor.pl,https://batortabor.hu/pl/wesprzyj-nas/1-podatku/,https://www.iwop.pl/,SEO2,static,,732651620,info@batortabor.pl,Paula Rycaj,OPP
Fundacja Bator Tabor Polska,http://www.batortabor.pl,https://batortabor.hu/pl/wesprzyj-nas/1-podatku/,https://www.pitax.pl/,SEO,static,,732651620,info@batortabor.pl,Paula Rycaj,OPP
Tarnowski Klub Tenisowy Tarnów,http://www.tkt.tarnow.pl,http://www.tkt.tarnow.pl/?page_id=666,http://www.pitax.pl/krs/0000036300/,LP,dynamic,,14 623 17 74,klub@tkt.tarnow.pl,,OPP
Tarnowski Klub Tenisowy Tarnów,http://www.tkt.tarnow.pl,http://www.tkt.tarnow.pl/?page_id=667,http://www.iwop.pl/,SEO2,dynamic,,14 623 17 74,klub@tkt.tarnow.pl,,OPP
Tarnowski Klub Tenisowy Tarnów,http://www.tkt.tarnow.pl,http://www.tkt.tarnow.pl/?page_id=668,http://www.pitax.pl/,SEO,dynamic,,14 623 17 74,klub@tkt.tarnow.pl,,OPP
"KLUB SPORTOWY ""ORZEŁ"" LUBLA",http://ksorzel.futbolowo.pl,http://ksorzel.futbolowo.pl/,http://www.pitax.pl/krs/0000416760/,LP,dynamic,,881 944 929,tomasz.lesniak@habasit.com,Tomasz Leśniak,OPP
"KLUB SPORTOWY ""ORZEŁ"" LUBLA",http://ksorzel.futbolowo.pl,http://ksorzel.futbolowo.pl/,http://www.iwop.pl/,SEO2,dynamic,,881 944 929,tomasz.lesniak@habasit.com,Tomasz Leśniak,OPP
"KLUB SPORTOWY ""ORZEŁ"" LUBLA",http://ksorzel.futbolowo.pl,http://ksorzel.futbolowo.pl/,http://www.pitax.pl/,SEO,dynamic,,881 944 929,tomasz.lesniak@habasit.com,Tomasz Leśniak,OPP
Stowarzyszenie Na Rzecz Rozwoju Wsi Rudnik w Rudniku,http://psprudnik.strefa.pl,http://psprudnik.strefa.pl,https://www.pitax.pl/krs/0000063162/,LP,static,,33 852 66 11,sylwia.grzebien@onet.eu,Sylwia Grzebień,OPP
Stowarzyszenie Na Rzecz Rozwoju Wsi Rudnik w Rudniku,http://psprudnik.strefa.pl,http://psprudnik.strefa.pl,https://www.iwop.pl/,SEO2,static,,33 852 66 11,sylwia.grzebien@onet.eu,Sylwia Grzebień,OPP
Stowarzyszenie Na Rzecz Rozwoju Wsi Rudnik w Rudniku,http://psprudnik.strefa.pl,http://psprudnik.strefa.pl,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,33 852 66 11,sylwia.grzebien@onet.eu,Sylwia Grzebień,OPP
Stowarzyszenie Rozwoju Inspiracje,http://www.inspiruj.org,http://inspiruj.org/?page_id=3094,https://www.pitax.pl/rozlicz/0000363825/,ONL,static,,693004101,inspiracje@inspiruj.org,Robert Chomicki,OPP
Stowarzyszenie Rozwoju Inspiracje,http://www.inspiruj.org,http://inspiruj.org/?page_id=3095,https://www.iwop.pl/,SEO2,static,,693004101,inspiracje@inspiruj.org,Robert Chomicki,OPP
Stowarzyszenie Rozwoju Inspiracje,http://www.inspiruj.org,http://inspiruj.org/?page_id=3096,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,693004101,inspiracje@inspiruj.org,Robert Chomicki,OPP
Stowarzyszenie Pamięci Armii Krajowej w Bielsku-Białej Oddział w Jaworznie - Organizacja Pożytku Publicznego,http://www.spak.bielsko.pl,http://www.spak.bielsko.pl,http://www.pitax.pl/krs/0000319285/,LP,dynamic,,662 157 690,spak.jaw@gmail.com,Andrzej Sikora,OPP
Stowarzyszenie Pamięci Armii Krajowej w Bielsku-Białej Oddział w Jaworznie - Organizacja Pożytku Publicznego,http://www.spak.bielsko.pl,http://www.spak.bielsko.pl,http://www.iwop.pl/,SEO2,dynamic,,662 157 690,spak.jaw@gmail.com,Andrzej Sikora,OPP
Stowarzyszenie Pamięci Armii Krajowej w Bielsku-Białej Oddział w Jaworznie - Organizacja Pożytku Publicznego,http://www.spak.bielsko.pl,http://www.spak.bielsko.pl,http://www.pitax.pl/,SEO,dynamic,,662 157 690,spak.jaw@gmail.com,Andrzej Sikora,OPP
Ochotnicza Straż Pożarna w Piasku,http://www.osp-piasek.net,http://www.osp-piasek.net,https://www.pitax.pl/krs/0000288347/,LP,static,,507 784 802,m_glombek@interia.pl,Marek Głąbek,OPP
Ochotnicza Straż Pożarna w Piasku,http://www.osp-piasek.net,http://www.osp-piasek.net,https://www.iwop.pl/,SEO2,static,,507 784 802,m_glombek@interia.pl,Marek Głąbek,OPP
Ochotnicza Straż Pożarna w Piasku,http://www.osp-piasek.net,http://www.osp-piasek.net,https://www.pitax.pl/,SEO,static,,507 784 802,m_glombek@interia.pl,Marek Głąbek,OPP
Ludowy Klub Sportowy Warta Kamieńskie Młyny,http://www.warta-mstow.pl,http://www.warta-mstow.pl/,https://www.pitax.pl/rozlicz/0000085771/,ONL,static,,608840798,zus.zoo@unitel.pl,,OPP
Ludowy Klub Sportowy Warta Kamieńskie Młyny,http://www.warta-mstow.pl,http://www.warta-mstow.pl/,https://www.iwop.pl/,SEO2,static,,608840798,zus.zoo@unitel.pl,,OPP
Ludowy Klub Sportowy Warta Kamieńskie Młyny,http://www.warta-mstow.pl,http://www.warta-mstow.pl/,https://www.pitax.pl/,SEO,static,,608840798,zus.zoo@unitel.pl,,OPP
Stowarzyszenie Przyjaciół Tańca,http://www.balet.lublin.pl,http://www.balet.lublin.pl/aktualnosci/2018/1/1/wesprzyj-nas-1-podatku,https://www.pitax.pl/rozlicz/0000035893/,ONL,static,,81 53 297 61,balet@balet.lublin.pl,Alicja Kowalczyk,OPP
Stowarzyszenie Przyjaciół Tańca,http://www.balet.lublin.pl,http://www.balet.lublin.pl/aktualnosci/2018/1/1/wesprzyj-nas-1-podatku,https://www.iwop.pl/,SEO2,static,,81 53 297 61,balet@balet.lublin.pl,Alicja Kowalczyk,OPP
Stowarzyszenie Przyjaciół Tańca,http://www.balet.lublin.pl,http://www.balet.lublin.pl/aktualnosci/2018/1/1/wesprzyj-nas-1-podatku,https://www.pitax.pl/,SEO,static,,81 53 297 61,balet@balet.lublin.pl,Alicja Kowalczyk,OPP
Federacja Caecilianum,http://www.caecilianum.eu,http://www.caecilianum.eu,https://www.pitax.pl/krs/0000071157/,LP,dynamic,,504 922 716,prezes.zg@caecilianum.eu,Kajak Agata,OPP
Federacja Caecilianum,http://www.caecilianum.eu,http://www.caecilianum.eu,https://www.iwop.pl/,SEO2,dynamic,,504 922 716,prezes.zg@caecilianum.eu,Kajak Agata,OPP
Federacja Caecilianum,http://www.caecilianum.eu,http://www.caecilianum.eu,https://www.pitax.pl/,SEO,dynamic,,504 922 716,prezes.zg@caecilianum.eu,Kajak Agata,OPP
OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE,http://osp.xn--dbrowa-w0a.pl/,http://osp.xn--dbrowa-w0a.pl/,https://www.pitax.pl/pobierz/0000192100/,WIN,static,,,dabrowaosp@gmail.com,Karol Widacha,OPP
OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE,http://osp.xn--dbrowa-w0a.pl/,http://osp.xn--dbrowa-w0a.pl/,https://www.iwop.pl/,SEO2,static,,,dabrowaosp@gmail.com,Karol Widacha,OPP
OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE,http://osp.xn--dbrowa-w0a.pl/,http://osp.xn--dbrowa-w0a.pl/,https://www.pitax.pl/,SEO,static,,,dabrowaosp@gmail.com,Karol Widacha,OPP
Centrum Inicjatyw Młodzieżowych Horyzonty,http://www.cimhoryzonty.org,http://www.cimhoryzonty.org/1procent,http://www.pitax.pl/rozlicz/0000259070,ONL,static,,61 221 74 13,kontakt.horyzonty@gmail.com,,OPP
Centrum Inicjatyw Młodzieżowych Horyzonty,http://www.cimhoryzonty.org,http://www.cimhoryzonty.org/1procent,https://www.iwop.pl/,SEO2,static,,61 221 74 13,kontakt.horyzonty@gmail.com,,OPP
Centrum Inicjatyw Młodzieżowych Horyzonty,http://www.cimhoryzonty.org,http://www.cimhoryzonty.org/1procent,https://www.pitax.pl/pit-online/,SEO,static,,61 221 74 13,kontakt.horyzonty@gmail.com,,OPP
Fundacja Puls-Med Blisko Ciebie,http://www.fundacja-pulsmed.pl,http://www.fundacja-pulsmed.pl/,https://www.pitax.pl/rozlicz/0000467834/,ONL,static,,785 565 001,fundacja.pulsmedbliskociebie@op.pl,Sylwia Brożyna,OPP
